0,1461915637705
0,1461915637717
0,1461915637729
0,1461915637742
0,1461915637753
0,1461915637765
0,1461915637776
0,1461915637787
0,1461915637799
0,1461915637811
0,1461915637823
0,1461915637835
0,1461915637848
0,1461915637859
0,1461915637871
0,1461915637883
0,1461915637895
0,1461915637908
0,1461915637920
0,1461915637932
0,1461915637945
0,1461915637957
0,1461915637969
0,1461915637982
0,1461915637994
0,1461915638006
0,1461915638018
0,1461915638030
0,1461915638043
0,1461915638056
0,1461915638068
0,1461915638080
0,1461915638092
0,1461915638105
0,1461915638117
0,1461915638129
0,1461915638141
0,1461915638153
0,1461915638164
0,1461915638176
0,1461915638187
0,1461915638198
0,1461915638210
0,1461915638221
0,1461915638232
0,1461915638244
0,1461915638255
0,1461915638266
0,1461915638277
0,1461915638289
0,1461915638300
0,1461915638311
0,1461915638323
0,1461915638334
0,1461915638345
0,1461915638357
0,1461915638368
0,1461915638379
0,1461915638390
0,1461915638401
0,1461915638413
0,1461915638424
0,1461915638435
0,1461915638446
0,1461915638458
0,1461915638469
0,1461915638480
0,1461915638492
0,1461915638503
0,1461915638515
0,1461915638526
0,1461915638537
0,1461915638548
0,1461915638559
0,1461915638571
0,1461915638582
0,1461915638594
0,1461915638606
0,1461915638619
0,1461915638631
0,1461915638643
0,1461915638655
0,1461915638668
0,1461915638680
0,1461915638693
0,1461915638705
0,1461915638717
0,1461915638730
0,1461915638742
0,1461915638755
0,1461915638767
0,1461915638779
0,1461915638791
0,1461915638803
0,1461915638815
0,1461915638827
0,1461915638840
0,1461915638852
0,1461915638864
0,1461915638876
0,1461915638889
0,1461915638901
0,1461915638913
0,1461915638926
0,1461915638938
0,1461915638950
0,1461915638962
0,1461915638975
0,1461915638987
0,1461915638999
0,1461915639012
0,1461915639024
0,1461915639036
0,1461915639048
0,1461915639060
0,1461915639073
0,1461915639085
0,1461915639097
0,1461915639109
0,1461915639121
0,1461915639133
0,1461915639145
0,1461915639158
0,1461915639170
0,1461915639182
0,1461915639194
0,1461915639207
0,1461915639219
0,1461915639231
0,1461915639244
0,1461915639256
0,1461915639269
0,1461915639281
0,1461915639300
0,1461915639310
0,1461915639319
0,1461915639329
0,1461915639339
0,1461915639349
0,1461915639358
0,1461915639368
0,1461915639377
0,1461915639387
0,1461915639396
0,1461915639405
0,1461915639414
0,1461915639423
0,1461915639431
0,1461915639440
0,1461915639448
0,1461915639457
0,1461915639466
0,1461915639475
0,1461915639483
0,1461915639492
0,1461915639500
0,1461915639509
0,1461915639518
0,1461915639526
0,1461915639535
0,1461915639544
0,1461915639552
0,1461915639561
0,1461915639569
0,1461915639578
0,1461915639587
0,1461915639596
0,1461915639604
0,1461915639613
0,1461915639622
0,1461915639631
0,1461915639640
0,1461915639649
0,1461915639658
0,1461915639667
0,1461915639675
0,1461915639684
0,1461915639693
0,1461915639701
0,1461915639709
0,1461915639718
0,1461915639727
0,1461915639735
0,1461915639744
0,1461915639753
0,1461915639761
0,1461915639771
0,1461915639779
0,1461915639788
0,1461915639796
0,1461915639805
0,1461915639814
0,1461915639822
0,1461915639831
0,1461915639840
0,1461915639849
0,1461915639858
0,1461915639866
0,1461915639875
0,1461915639884
0,1461915639893
0,1461915639902
0,1461915639910
0,1461915639919
0,1461915639928
0,1461915639936
0,1461915639946
0,1461915639954
0,1461915639963
0,1461915639972
0,1461915639981
0,1461915639990
0,1461915639998
0,1461915640007
0,1461915640016
0,1461915640025
0,1461915640034
0,1461915640043
0,1461915640052
0,1461915640061
1,1461915640070
1,1461915640078
1,1461915640088
1,1461915640097
1,1461915640106
1,1461915640115
1,1461915640124
1,1461915640133
1,1461915640142
1,1461915640151
1,1461915640160
1,1461915640169
1,1461915640178
1,1461915640187
1,1461915640196
1,1461915640205
1,1461915640214
1,1461915640223
1,1461915640232
1,1461915640241
1,1461915640250
